date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:57:55	51261/51261	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Dec%202021%2014:10:29%20GMT	https://scontent.cdninstagram.com/v/t51.29350-15/267669877_578978279831555_5465926714898697467_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=iF_dtno7r6IAX__xW0n&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AT8E0LxFKmbD9Jjbz1QoTMgG_Vh6NN-vpnlfM4U24k5IyA&oe=62294465	C:/Mes%20Sites%20Web/Exercice%20Ecole%20241/scontent.cdninstagram.com/v/t51.29350-15/267669877_578978279831555_5465926714898697467_n02ad.jpg	(from https://cuberto.com/)
22:57:56	38590/38590	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Dec%202021%2014:21:18%20GMT	https://scontent.cdninstagram.com/v/t51.29350-15/266963710_464783251940053_2963383134221845848_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=g5iHK4hhnMUAX-tFOhv&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AT_xr2_4xNwA21g1VaTTBbvpJc4_Z1w-VLU3ROCCcGsDOw&oe=622951F5	C:/Mes%20Sites%20Web/Exercice%20Ecole%20241/scontent.cdninstagram.com/v/t51.29350-15/266963710_464783251940053_2963383134221845848_n2d09.jpg	(from https://cuberto.com/)
22:57:56	144501/144501	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Dec%202021%2014:18:10%20GMT	https://scontent.cdninstagram.com/v/t51.29350-15/266377664_909201056625615_8324590729122322224_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=epYzHjRcXeAAX8bPmvd&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AT_gn3y-6KWlY2bou9PFyGw6Z2ZSYoX3F1R_G0Z2VA58ag&oe=6229E838	C:/Mes%20Sites%20Web/Exercice%20Ecole%20241/scontent.cdninstagram.com/v/t51.29350-15/266377664_909201056625615_8324590729122322224_n44ea.jpg	(from https://cuberto.com/)
22:57:57	150721/150721	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Dec%202021%2016:34:29%20GMT	https://scontent.cdninstagram.com/v/t51.29350-15/265300699_633539261177092_6159948113489201055_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=0z4sJkBfKaEAX9IkGTa&_nc_oc=AQnUuXlDLlwF40b6iWSJwRUUFhwbb-A1KRcpk4x8wIusm6llSYq43WEZX7HyU_7CwOs&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AT8S_tr0nlB4kNj-wCW7lq4PXmOj0fcZKsmay_y1ixwLrQ&oe=622AC1D1	C:/Mes%20Sites%20Web/Exercice%20Ecole%20241/scontent.cdninstagram.com/v/t51.29350-15/265300699_633539261177092_6159948113489201055_n981a.jpg	(from https://cuberto.com/)
22:57:57	144097/144097	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Dec%202021%2013:41:37%20GMT	https://scontent.cdninstagram.com/v/t51.29350-15/265367797_389079416306285_7352439791753232135_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=SDb-L4cVq9UAX9GPJLy&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AT9C7PiK1Kg2_6Hnf1oWJtUkuQF56HfuTwORF0mPDmqnmQ&oe=6229CC57	C:/Mes%20Sites%20Web/Exercice%20Ecole%20241/scontent.cdninstagram.com/v/t51.29350-15/265367797_389079416306285_7352439791753232135_nc78e.jpg	(from https://cuberto.com/)
22:57:57	62218/62218	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Dec%202021%2016:33:17%20GMT	https://scontent.cdninstagram.com/v/t51.29350-15/264498500_1389852734802318_4004912168895165392_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=lqoiAnb76IQAX-23voq&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AT9XF8QwzBPOBYOl4zIMePyoASjdc8QVuVVJogDhOWf5Vg&oe=622A70CA	C:/Mes%20Sites%20Web/Exercice%20Ecole%20241/scontent.cdninstagram.com/v/t51.29350-15/264498500_1389852734802318_4004912168895165392_n1826.jpg	(from https://cuberto.com/)
22:57:57	119222/119222	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Nov%202021%2014:06:59%20GMT	https://scontent.cdninstagram.com/v/t51.29350-15/254330824_379187643995125_2712346399009379774_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=Cvg0WoIgKmkAX9-osLw&_nc_oc=AQkeKxTorYaVExP9BNlrZ_80j7K60u1Ul1CMEsVGe_sESReyOBXNWyQr2xLdzS8VbeY&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AT81HOr94Y2sAviivHwL79PFrha6-klhySVr_6znX6UCTg&oe=6229751A	C:/Mes%20Sites%20Web/Exercice%20Ecole%20241/scontent.cdninstagram.com/v/t51.29350-15/254330824_379187643995125_2712346399009379774_n1b9e.jpg	(from https://cuberto.com/)
22:57:57	24798/24798	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2015:02:19%20GMT	https://scontent.cdninstagram.com/v/t51.29350-15/251559830_1242545189564723_6320233357898091422_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=BfLjRTWEtmcAX_mFzsy&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AT9M6Cm_BBcG2xukaYRKDuAEaTQvaAUlOoXlP5HjVLNRdw&oe=6229A4D5	C:/Mes%20Sites%20Web/Exercice%20Ecole%20241/scontent.cdninstagram.com/v/t51.29350-15/251559830_1242545189564723_6320233357898091422_nb1cb.jpg	(from https://cuberto.com/)
22:57:57	25729/25729	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Nov%202021%2016:58:02%20GMT	https://scontent.cdninstagram.com/v/t51.29350-15/252524043_1066735864129079_4921723255460396461_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=7Ij97YUiMLAAX-RI5zd&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AT9fZosnLmKPfACXBwqyzh2EnqyA1yc-Lh4yEndGmhCYHA&oe=62294309	C:/Mes%20Sites%20Web/Exercice%20Ecole%20241/scontent.cdninstagram.com/v/t51.29350-15/252524043_1066735864129079_4921723255460396461_n05ec.jpg	(from https://cuberto.com/)
22:57:58	134637/134637	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Sep%202021%2014:53:10%20GMT	https://scontent.cdninstagram.com/v/t51.29350-15/242878992_1205459803253851_2998497838072998476_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=qsZaRH0-rRMAX8Rj-zn&_nc_ht=scontent.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AT-qitf8RCRigqkoTlEX7RQdYOioHr6us2oPOFx1Y-A0Fw&oe=622A7A70	C:/Mes%20Sites%20Web/Exercice%20Ecole%20241/scontent.cdninstagram.com/v/t51.29350-15/242878992_1205459803253851_2998497838072998476_nffcc.jpg	(from https://cuberto.com/)
